pincode,latitude,longitude
124202,28.6734839,76.5971048
124303,28.69834067777778,76.52242263333333
124401,28.654443500000003,76.59161417
124404,28.650385,76.85020733333333
124406,28.714778940000002,76.60879058
124411,28.536621560000004,76.37490554
124412,28.659226766666666,76.58324581666666
124501,28.622587941176473,76.72768470588235
124504,28.669366,76.80139866666667
124505,28.696700749999998,76.874014375
124506,28.708541500000003,76.902704
124507,38.3305432,67.26075764
124508,28.645873249999998,76.91545866666667
124513,29.0100277,76.3781722
124514,32.10814773571429,73.15660355
125001,29.157807479999995,75.91323639
125004,32.12143282352941,72.80300979411766
125005,29.082737455,75.743133325
125006,29.1123472,75.6608777
125007,29.1464404625,75.563495925
125011,29.20707445,75.685060925
125033,28.968905537931036,76.26781659655173
125037,28.9448611,75.82608273333334
125038,29.189575083333335,76.2245833
125039,29.224611099999997,75.97208342777778
125042,29.1086944,75.23510276
125044,29.1288333,75.7844722
125047,29.355851407692306,75.67356174615385
125048,29.33539626,74.37369094
125049,29.1594444,75.57108611666668
125050,29.514169972,75.45388712
125051,29.670280885714284,75.57613484857143
125052,28.186125530434786,75.47263880434782
125053,29.381033342857144,75.11975173571429
125054,29.546138825,75.2148333
125055,31.094489563333333,73.50866644999999
125056,29.5347778,75.0320833
125058,29.45030555,75.1193333
125060,29.55335861818182,75.1093795
125075,29.52752770714286,74.7394722
125076,29.5235833,74.84063881666667
125077,29.765416611111107,74.8992777111111
125078,29.6993611,75.01161790833333
125101,29.7802222,74.52430553333333
125102,29.4490833,74.6628611
125103,29.78325,74.7477222
125104,29.959758606250002,74.69853818125
125106,29.674555507692308,75.7301111
125110,29.371027706666666,75.12613880666667
125111,29.210083299999997,75.69588188333333
125112,29.5743333,75.7863055125
125113,29.5065833,76.3382222
125120,29.71743265882353,75.86115676470588
125121,31.37046937391304,72.3612171478261
125133,29.7746978875,75.7243541625
125201,29.82675,74.97541660588236
126101,31.16560256153846,34.351803415384616
126102,34.519736276923076,40.07226550384615
126110,29.806925733333333,38.18248796666666
126111,28.069277783333334,38.3624676
126112,32.835397343478256,33.92361111304348
126113,68.32231943333333,29.60129166666667
126114,29.548003022222222,76.14178697777778
126115,28.3367074625,34.11505885
126116,25.9007037,31.781655553333334
126125,30.681819441666665,34.86767592499999
126152,44.1922846625,73.2735138375
127021,28.7752,75.9928
127022,28.461400000000005,76.2609
127025,28.7784,76.3418
127026,28.605146363636365,76.14416818181819
127027,28.8837,76.2392
127028,28.6296,75.6179
127029,28.6995,75.8708
127030,28.6358,75.9434
127031,28.862,76.1407
127032,28.9449,76.1258
127035,28.9639,75.9565
127040,28.8725,75.9144
127041,28.9734,76.1958
127042,28.7129,76.2911
127043,28.721800000000005,75.7664
127045,28.9648,75.6063
127046,28.908400000000004,75.6121
127111,28.8199,76.0653
127114,28.828,76.3087
127201,28.4267,75.804
127306,28.5921,76.2653
127307,28.6745,76.37070000000001
127308,28.5094,75.9376
127309,28.7084,76.22
127310,28.5216,76.1508
127311,28.7158,76.1414
127312,28.5074,76.0695
131001,28.998441242307692,74.30884615384615
131021,28.959635000000002,77.08259722
131022,23.76423146666667,80.14599073333333
131023,29.14685,76.86242777999999
131024,29.137171300000002,76.83416203333333
131027,29.0327361,77.074854175
131028,29.003847225,76.964145825
131029,28.969072219999997,77.10071665999999
131030,28.4391,77.3009
131039,29.0795787,77.0445926
131101,29.13516145625,77.02838368125
131102,29.041689816666665,77.02075463333334
131103,28.91080952857143,77.07938095714285
131301,29.1255,76.70254463928572
131302,28.925228399999998,76.50949691111111
131304,29.14022222,76.96241112
131305,29.1912,76.64831111999999
131306,29.153361114285712,76.78774205714285
131402,28.8707004,76.91010119285714
131403,29.01853888,76.95159444000001
131408,28.967199066666666,76.8155926
131409,29.34988888,77.00505554
132001,32.02331751052632,69.27895422105263
132022,29.7176111,77.0783056
132023,29.69526108,77.0043444
132024,30.68812266666667,70.28335641666666
132036,30.07398539,35.74586011
132037,29.50931271764706,76.9687666
132039,95.30141481333334,98.44046852
132040,76.50178703333333,92.26174073333334
132041,29.626848080000002,73.16113142666667
132046,68.24805554999999,37.392944433333334
132054,89.98731348571428,96.73643254285714
132101,33.95846944,36.00193333
132102,32.3904236,41.616291675
132103,29.40978578888889,76.86050707777778
132104,28.91730246666667,34.31860647777778
132105,31.51696388888889,36.96611512222223
132106,34.20737963,45.06076852
132107,26.518790576923077,40.91386750769231
132108,26.109461120000002,35.6361
132113,25.958563880000003,35.35143055
132114,27.74071343684211,37.42383186315789
132115,29.40824995,76.6127361
132116,67.32159720624999,38.365338525
132117,29.4841222,76.95357215
132122,29.505583275,76.357208275
132140,26.543615183333333,42.343162783333334
132145,27.70255555,39.60006945
132157,28.44497837777778,76.93579313333333
133001,30.358578636363635,76.79769975454545
133004,30.28208337,76.80948398000001
133005,30.37252725,76.826840025
133006,30.3325556,76.8798333
133008,30.378179,76.776697
133010,28.572633,77.23251
133101,30.338975,76.84618334999999
133102,30.293765428571426,76.87116317142856
133103,30.258574681818178,77.11498114545454
133104,29.816143275,77.2474109375
133201,30.2238491,77.03705814285715
133202,30.244087,77.12299415999999
133203,30.0415368,77.23357383999999
133204,30.378422219999997,76.82017778
133205,30.22648115,76.8387357375
133206,30.319261109999996,77.23068611
133207,30.2674976,77.0222963
133301,30.7742777,76.8948333
133302,30.4238027,76.60017006666666
134003,30.373130659999998,76.70635816000001
134005,30.38425,76.7716667
134007,30.45086703333333,76.68242685555555
134008,29.78415614117647,76.73108847058823
134101,30.7827222,76.9102778
134102,30.750835616666667,76.91803268333332
134103,30.6343333,76.91525
134104,30.7826389,76.9247222
134105,30.38425,76.7716667
134107,30.7238333,76.8759167
134108,30.7064167,76.8727778
134109,30.6723983,76.8733706
134112,30.6571767,76.896253
134113,30.680925000000002,76.83807915
134114,30.7212222,76.8525833
134116,30.565659,76.937756
134117,30.6691944,76.8578611
134118,29.926082859999998,76.12244521
134201,30.426080025,76.874687025
134202,30.431552642857145,76.9825445
134203,30.5462725625,76.958074475
134204,30.60214937142857,76.93572522857143
134205,30.4425476,76.83801914
135001,33.58951207142857,69.52808558571428
135002,29.79986188,77.07634828
135003,29.42740580666667,77.02370346
135004,30.175255471428574,77.107029
135021,42.142540625,65.34072735
135101,30.264685175,77.107382275
135102,30.351701391666666,76.84968518333334
135103,30.293612855555555,77.38982743333332
135106,30.385626460000005,77.26412112
135133,29.832210952631577,77.35047855789473
136020,29.875369,76.606611
136021,29.846383983333336,76.66316546666667
136026,29.762047,76.559555
136027,29.799966200000004,76.4103029638889
136030,29.936174066666666,76.55108083333333
136033,29.799859,76.4173
136034,29.799859,76.4173
136035,30.038068185714284,76.29811438571429
136038,29.5702778,76.8703056
136042,29.802463,76.560383
136043,29.670538000000004,76.5168
136044,29.575949999999995,76.484933
136117,29.674896999999998,76.256273
136118,29.969549516666664,76.85081068333334
136119,32.71186529411765,74.05660970588235
136128,29.981417,76.589277
136129,30.115686,76.666405
136130,29.973217,76.830346
136131,29.973217,76.830346
136132,29.98783607142857,77.04042415714285
136134,29.9695,76.8782
136135,29.973216999999998,76.830346
136136,30.166519,76.709604
136156,34.77447583,72.29594653
140001,30.895776625,75.820838625
140101,30.7086351,76.66562406666667
140102,30.908975528571432,76.42691565714286
140103,30.89544400769231,76.3914507923077
140108,30.717073111111112,76.68425951111111
140109,30.92340275,76.5147083
140110,30.713829428571426,76.69326808571428
140111,30.811888458333332,76.29819570833332
140112,31.135938566666667,76.22586383333334
140113,30.7916222,76.45621106
140114,31.01075,76.45074993333334
140115,30.78626385,76.57793050000001
140116,31.04794443333334,76.43277773333334
140117,30.991809012500003,76.384857575
140118,30.9641505,76.59763555
140119,30.611406014285713,76.67188
140123,31.068046300000002,76.4100092
140124,30.771669480000003,76.56773488
140125,30.825290799999998,76.63506688
140126,30.93933795,76.3696666
140127,30.9666111,75.89028662000001
140128,30.920851083333332,76.42600808333333
140133,31.022074066666665,76.38002308333334
140201,30.692051,76.69841
140301,30.9666111,76.10908604
140306,30.73718058,76.50338909999999
140307,30.9326736,76.4081839625
140308,30.690284000000002,76.69608813333333
140401,30.4821389,76.2636852
140402,30.014227957142857,76.65134747857142
140405,30.578666666666667,76.33975925
140406,29.590094439999998,76.19026850666667
140407,30.6480833,76.39275
140408,30.64111111111111,76.51222222222222
140412,30.769859874999998,76.502595875
140413,30.934555533333334,76.40304160000001
140417,29.97060100909091,77.14575757272728
140501,30.680355115384614,76.70629513076923
140506,30.66035192,76.72003912
140507,30.64567414,76.73398356
140601,30.55481112,76.73933887999999
140602,30.5421508,76.57458332857142
140603,30.6825313,76.72905055
140604,30.6703333,76.8320556
140701,30.313438889999997,76.35593889
140702,30.296388880000002,76.53427222
140802,30.769859875,76.392595875
140901,30.768747259999998,76.70730022000001
141001,30.90815801111111,75.8276753
141002,30.868222199999998,75.75666665
141003,30.886923116666665,75.86170738333334
141004,30.9023889,75.8146944
141006,30.8589167,75.8616389
141007,30.963520125000002,75.916289225
141008,30.906686429411767,75.81314835882353
141010,30.894531466666667,75.90028236666667
141012,30.8803889,75.7908333
141013,30.8660472,75.82359579999999
141014,30.868909700000003,75.90107359999999
141015,30.927612500000002,75.92475
141016,30.848,75.8905
141017,30.846,75.9481111
141101,33.8394646,67.00988898571428
141102,30.387822016666664,76.00610886666666
141103,30.8004756,75.7046484
141104,31.351320275,75.30596605
141105,30.75405892,75.68371601999999
141106,30.7642861,75.6514138
141107,29.9511240875,75.32215505
141108,30.73818982857143,75.67855417142857
141109,29.73166745,76.80542150000001
141110,30.2897052,75.65397476666668
141112,27.6130543,72.12550765
141113,27.4887853,76.4469974
141114,31.50282829090909,76.78130373181818
141115,30.9736635,76.08988665
141116,30.875028333333333,71.70450866666667
141117,31.5940696375,76.1641914375
141118,29.173528599999997,78.04373332
141119,30.356361442857143,76.13841885714285
141120,30.929651933333332,75.88474126666667
141121,33.5453817,60.78110005
141122,30.627830399999997,75.55292156666667
141123,30.869595599999997,75.8218481
141125,27.459620275,76.0698007
141126,30.885765733333333,76.01003586666667
141127,27.720456425000002,77.847817675
141201,30.7623611,75.8213055
141202,30.75138565,75.74606155000001
141203,30.72633374,76.12809282
141204,30.153627266666664,75.86241603333333
141205,33.071508666666666,68.38816125
141206,30.480920114285713,75.19209592857143
141401,30.689287033333333,74.90622223333334
141411,30.719875444444444,76.32564077777778
141412,31.20493694,70.8994416
141413,31.00014056666667,75.3429016
141414,32.66611386666667,76.11368006666666
141415,30.60275914,76.06459894
141416,30.7324135,76.04469904999999
141417,30.938907099999998,77.50659926363636
141418,31.024188799999997,75.84081955
141419,30.725255,75.96267856666667
141421,29.91552882,84.33859902
141422,30.819552733333335,75.66210740000001
141801,30.839496525,76.295559025
142001,30.813370000000003,75.175565
142002,30.8210895,75.16273721428571
142003,30.873413719999995,75.12823900000001
142011,30.778187666666668,75.26600341666666
142021,30.8413244,75.74457403333334
142022,28.41520601666667,76.22233895000001
142023,33.601152733333336,75.54015136666666
142024,26.74576068888889,81.93221217777779
142025,29.586775157142856,75.50450005714286
142026,30.795927733333333,75.47437406666667
142027,30.91027185,75.7496742
142028,30.83574255,75.62717965
142029,30.795646025,75.756485775
142030,29.986984428571425,77.3664159
142031,30.621136749999998,75.4392417
142032,30.632719666666663,75.50916521666666
142033,30.380754928571427,73.09023686428571
142034,35.01063028,62.45413992
142035,29.137384333333333,79.03092285
142036,30.864184,75.353292
142037,30.73914363333333,75.24486336666666
142038,30.655937629411763,74.9824818
142039,30.7808506,75.21146705
142040,30.919788899999997,75.03602558
142041,30.922084,74.851714425
142042,30.930564792307692,75.18116794615385
142043,30.885958436363637,75.11872425454546
142044,31.07544485714286,74.89701842857143
142045,30.73635486666667,75.1385415
142046,30.61294564,75.21149204000001
142047,30.95439964285714,74.95744507142857
142048,30.805078604761906,74.91776321904761
142049,30.715723554545455,75.18535271818182
142050,30.898738245454545,74.79889902727272
142052,30.816908653333332,75.09630182000001
142053,30.80628761,75.21558888
142054,30.840049133333334,75.27237411666665
142055,30.60494788571429,75.2697021142857
142056,30.705702775,75.1846587
142057,30.60451085714286,75.3168100142857
142058,30.86219985,75.10329645
142060,30.878349000000004,74.6199384
143001,31.635353666666663,74.87668566666666
143002,31.6342805,74.8612785
143003,31.63,74.88
143004,31.6386,74.8826
143005,31.63,74.83
143006,31.620658538461537,74.87885492307693
143008,31.688333333333333,74.925
143009,31.575712199999998,74.8325114
143022,31.574444444444445,74.90555555555555
143101,31.718544027272728,74.82656901818181
143102,31.8375,74.7445
143103,31.786666666666665,74.85166666666667
143105,31.614615384615384,74.78999999999999
143107,31.607799999999997,74.70727272727272
143108,31.6375,74.65916666666666
143109,31.7977875,74.78200000000001
143111,31.5547988,75.16909090909091
143112,31.505000000000003,75.194
143113,31.622042857142855,75.01428571428572
143114,31.674,75.233
143115,31.514444444444443,75.09666666666666
143116,31.637,75.08500000000001
143117,31.448442999999997,75.01202616666666
143118,31.4514,75.11285714285714
143119,31.69604166666667,75.08790833333333
143149,31.56666666666667,75.08111111111111
143201,31.510227999999998,75.26742166666666
143202,31.5860505,75.21483251666666
143203,31.60071455,75.3075
143204,31.55666666666667,75.32333333333332
143205,31.592499999999998,75.2875
143301,31.47714285714286,74.79714285714286
143302,31.424250000000004,74.82444444444444
143303,31.346484833333335,74.69689849999999
143304,31.306159818181815,74.75987336363636
143305,31.386777272727272,74.6009090909091
143401,31.457758,74.918607
143402,31.46004386666667,74.91747713333332
143406,31.481428571428573,74.98571428571428
143407,31.33,75.21166666666666
143408,31.292959666666665,74.9864345
143409,31.791695,75.13414374999999
143410,31.313875442857142,74.91571428571429
143411,31.375963291666665,74.97573791666666
143412,31.206666666666667,74.92166666666667
143413,31.47666666666667,74.31666666666666
143414,31.502580000000002,74.68199999999999
143415,31.3429697,74.86480207777778
143416,31.292761555555558,74.80000000000001
143419,31.207230485714287,74.59982734285714
143422,31.3475,75.1225
143501,31.663333333333338,74.95666666666666
143502,31.726049999999997,75.03
143504,31.76660714285714,74.98857142857142
143505,31.817374666666666,75.20327383333334
143506,31.76617428571429,75.24132
143507,31.814780730769233,75.12965143846154
143511,31.916111272222224,75.16777000555555
143512,31.857142857142858,75.16428571428571
143513,31.89775625,75.08663125
143514,31.6782375,75.3399375
143515,31.68015,75.4419875
143516,31.802857142857142,75.38571428571429
143517,31.857142857142858,75.50142857142858
143518,31.790636033333335,75.28453551111112
143519,383.29622307777777,75.3028576
143520,32.025919333333334,75.32876444444445
143521,32.043274,75.39888
143525,32.1508185,75.37722
143526,32.083153511111114,75.311669
143527,31.8040774,75.456888
143528,31.83221233333333,75.41148
143529,31.9833185,75.38972
143530,32.01925266666667,75.46098666666666
143531,32.061,75.474
143532,31.810000000000002,75.40629333333334
143533,32.1175,75.5675
143534,32.18415925,75.46111
143601,31.76375,74.97375
143602,31.86777777777778,74.99
143603,31.883997383333334,74.84870986666667
143604,31.968279166666665,75.06902083333334
143605,31.932,75.088
143606,31.788,74.8
144001,31.326802416666666,75.58692566666667
144002,31.3553402,75.5417788
144003,31.330615333333338,75.50893133333334
144004,35.01406983333333,71.90318183333333
144005,31.300299,75.630428
144006,31.300299,75.630428
144007,31.300299,75.630428
144008,31.337791142857146,75.56515457142858
144009,31.326723,75.586847
144010,31.300299,75.630428
144011,31.326723,75.586847
144012,31.1923,75.3453
144020,31.261099666666667,75.627876
144021,31.2701615,75.5895985
144022,31.308899333333333,75.612552
144023,31.300299,75.630428
144024,31.2688598,75.6564856
144025,31.376715375,75.630918375
144026,31.349315375,75.61331837499999
144027,31.326723,75.586847
144028,31.339561500000002,75.6019735
144029,31.1284598,75.8594456
144030,31.3677115,75.6961735
144031,31.52747,75.8066
144032,31.3173942,75.7494385
144033,31.529533349999998,75.10347893333334
144034,31.263732700000002,75.75927002
144035,31.37264,75.787995
144036,31.2797394,75.7768346
144037,31.37990716666667,75.76805503333334
144039,31.29339924,75.58624008666668
144040,31.18342775,75.48753939285714
144041,31.3250078,75.6801143
144042,31.52747,75.8066
144043,31.269416500000002,75.77559516666666
144044,31.527470000000005,75.8066
144101,31.3381205,75.65755783333334
144102,31.382029363636363,75.27666790909092
144103,31.390774333333336,75.70004899999999
144104,31.364911499999998,75.6714235
144105,31.23328307142857,75.47171457142858
144106,31.452617571428572,75.73469242857142
144201,31.326524882352942,75.577581
144202,31.4346575,75.123413
144204,31.447043333333337,75.37621733333333
144205,31.81726,75.657304
144206,31.445753333333332,75.44910133333333
144207,67.38670375,40.0473315
144208,31.011726,75.4447304
144209,31.134315,74.89182600000001
144210,31.263894285714287,75.57532914285714
144211,31.54752982222222,75.88395572222223
144212,31.565251111111113,75.83081155555556
144213,31.825452000000002,75.6514608
144214,30.9834075,75.343413
144216,31.483629999999998,75.403652
144221,31.59978923076923,75.63825415384616
144222,31.629452000000004,75.5274608
144223,31.2059075,75.00716299999999
144224,29.792465714285715,76.942472
144301,31.40750575,75.63403675
144302,31.10955575,75.27058675
144303,31.409524599999997,75.63800940000002
144305,31.3496575,74.973413
144306,31.877726000000003,75.7737304
144311,31.5988089,75.33605044999999
144401,31.24946078,75.80020157999999
144402,31.222771775,75.76192555
144403,31.2816033,75.74274720000001
144404,31.439031857142854,75.70590114285713
144405,31.424457925,75.831573375
144406,30.9829815,75.662002
144407,31.31413362,75.7905912
144408,31.3488818,75.8688551
144409,31.110208999999998,75.75620254545454
144410,31.1108987,75.7593876
144411,31.235035714285715,75.74185828571429
144415,31.300299,75.630428
144416,31.155299666666664,75.797276
144417,31.1843495,75.816414
144418,31.144156125,75.8686535
144419,31.11489975,75.804707
144421,31.13464983333333,75.96965466666667
144422,31.135533,75.85274266666666
144501,31.22072475,75.794432
144502,31.17988557142857,75.846704
144503,31.234724875,75.85477850000001
144504,31.230149833333332,75.833638
144505,31.210058166666666,75.889538
144506,31.21524975,75.901757
144507,31.144557,75.90931828571429
144508,31.300299,75.630428
144509,31.203033,75.851676
144510,31.231579800000002,75.9446456
144511,31.2188598,75.9890056
144512,31.180512375,76.0408035
144513,31.1674998,75.9628856
144514,31.209999666666665,75.98672044444444
144515,31.098914142857144,76.11946114285715
144516,31.128537375,76.1009785
144517,31.133799666666665,75.954176
144518,31.076749875,76.0060785
144519,31.5166446,75.5922616
144520,31.144327166666667,75.652334
144521,31.25542592857143,75.64742885714286
144522,31.25799471428571,75.76200057142857
144523,31.366995375000002,75.5680005
144524,30.979327166666668,75.34566733333334
144525,31.221192600000002,75.5068008
144526,31.247996916666665,75.576167
144527,31.211596300000004,75.04640040000001
144528,31.300322299999998,75.5421308
144529,38.414327166666666,68.41400066666667
144530,31.499192599999997,75.84680080000001
144531,31.075321,75.48800133333333
144532,31.338245375,75.5655005
144533,31.516,75.904
144601,31.378162324999998,75.368267025
144602,31.34831,75.41814
144603,31.342213127272725,75.39317332727272
144606,31.372412000000004,75.3143652
144620,31.301283666666663,75.49027564444445
144621,31.584605879999998,75.51883644
144622,31.503503100000003,75.53478278888889
144623,31.309078375000002,75.39802262500001
144624,31.54171132,75.45143396
144625,31.22237515,75.90248385
144626,31.200785,75.19937625
144628,31.460331783333334,75.30020241666666
144629,31.179997200000003,75.49204878181818
144630,31.217889875,75.57359112500001
144631,31.49894025,75.90678460000001
144632,31.2034279625,75.76629083750001
144633,31.182486666666666,75.69027369999999
144701,31.23512837,75.45318440999999
144702,31.224140849999998,75.32937419166666
144703,31.594578410000004,75.66414395000001
144801,33.917515,75.445728
144802,31.45744794285714,75.36476064285715
144803,31.271604949999997,75.68808005
144804,31.481772433333333,75.40885172222222
144805,31.3975124,75.4119183
144806,31.33219915,75.5474037
144819,31.561669066666667,75.56493803333333
145001,32.271991099999994,75.661832
145022,32.4008689,75.81242102
145023,32.28054566666666,75.59814666666666
145024,32.196636999999996,75.50444
145025,32.217772833333335,75.54074
145026,32.19109133333333,75.41962666666667
145027,32.31083,75.51967333333333
145029,32.277758,75.60296
145101,32.1226728,75.579192
146001,31.515963,75.904004
146021,31.3391926,75.5588008
146022,31.2426605,75.247334
146023,31.3331926,75.48480079999999
146024,31.497418,75.17828685714287
146101,31.423990749999998,75.751001
146102,31.445996636363635,75.76400036363636
146103,31.415321000000002,75.60133466666667
146104,31.211995375,75.7005005
146105,31.56865433333333,75.612668
146106,31.555321000000003,75.64800133333334
146107,31.215321,75.574668
146108,31.2726605,75.38900066666666
146109,31.2185963,75.4814004
146110,31.4331926,75.6628008
146111,31.5085963,75.5564004
146112,31.404178454545455,75.680364
146113,31.613020272727272,75.700664
146114,31.572419999999997,75.51910133333332
146115,31.439086666666668,75.47910133333333
146116,31.454315,75.346826
147001,30.648333330000003,71.81195556
147002,30.3500139,76.44208335
147003,30.34918055,76.41615279999999
147004,30.44975463333333,76.26790276666667
147005,30.336398133333333,76.3251852
147006,30.416666666666668,76.375
147007,30.28894258888889,76.33494999999999
147008,30.334,76.386
147021,30.365111116666668,76.470625
147101,30.11415277777778,76.22563734444445
147102,29.3073645875,77.80429166249999
147103,30.2869028,76.48836109999999
147104,30.560644439999997,76.40700555999999
147105,29.9585017375,76.134375
147111,30.17218504615385,76.52941025384615
147201,30.305904591304348,76.21003743913043
147202,30.522867523076926,76.21047863076923
147203,30.602934345454546,76.21257828181818
147301,30.658122220000003,76.25553332
148001,30.24544445,75.84039585
148002,29.96546328461538,76.78973724615385
148017,29.7961288,76.74353735
148018,30.399159233333336,76.01089843333334
